date,product_id,product_name,price,units_sold,total_amount
2024-05-30,BE6679,Suitcase,451.21,46,20755.66
2024-09-28,TO2285,Induction Cooktop,109.74,9,987.66
2024-06-17,HO4453,Badminton Racket,70.15,47,3297.05
2023-05-26,BE8213,Diary,328.45,30,9853.5
2023-04-27,BE1553,Table Runner,142.45,38,5413.099999999999
2024-01-29,CL1978,Hoverboard,146.76,40,5870.4
2024-01-29,TO7268,Baking Tray,198.48,3,595.4399999999999
2023-08-18,HO4021,Slippers,333.36,35,11667.6
2023-02-23,EL1512,Baking Tray,275.36,23,6333.280000000001
2023-01-27,SP5301,Necklace,407.02,38,15466.759999999998
2023-08-10,BE8111,Resistance Bands,434.21,47,20407.87
2023-02-28,BE7358,Hair Oil,476.71,44,20975.24
2023-10-22,SP7944,Dart Board,290.58,37,10751.46
2024-06-15,CL7247,Track Pants,238.99,16,3823.84
2023-05-16,BE5495,Tablet,51.91,16,830.56
2024-07-09,CL7465,Badminton Racket,28.92,18,520.5600000000001
2024-01-06,CL1202,Necklace,70.91,37,2623.67
2024-11-07,CL3929,Refrigerator,227.47,2,454.94
2024-03-26,BE1606,Earrings,483.28,31,14981.679999999998
2024-10-15,SP7694,Chess Set,38.71,6,232.26
2023-10-11,SP6145,Moisturizer,477.11,29,13836.19
2023-07-04,CL5252,Juicer,435.84,9,3922.56
2023-08-21,EL3406,Fountain Pen,436.91,42,18350.22
2023-02-20,HO1630,Necklace,100.29,33,3309.57
2024-03-26,SP1687,Volleyball,281.17,15,4217.55
2023-03-04,EL5217,Washing Machine,17.9,23,411.7
2024-07-07,EL4845,Hoodie,181.37,5,906.85
2024-06-03,TO9372,Badminton Racket,47.95,14,671.3000000000001
2023-11-30,SP7815,Mascara,44.98,28,1259.4399999999998
2023-10-17,HO6350,Mirror,307.41,24,7377.84
2023-12-10,TO8711,Standing Desk,471.81,19,8964.39
2024-09-28,BE7034,Ergonomic Chair,31.86,10,318.6
2024-08-28,BE4464,Diary,405.94,33,13396.02
2024-06-04,SP4520,Power Bank,195.63,38,7433.94
2023-02-03,EL7243,Hoverboard,383.68,42,16114.56
2023-03-22,BE9249,Mattress,498.93,41,20456.13
2024-07-15,EL9830,Power Bank,369.19,34,12552.46
2023-02-22,SP9592,Grill Pan,264.96,21,5564.16
2023-10-03,HO5801,File Cabinet,456.42,22,10041.24
2023-09-06,CL8468,File Cabinet,164.26,8,1314.08
2024-12-10,HO7716,Volleyball,187.32,23,4308.36
2024-07-27,SP6935,Tea Set,330.13,39,12875.07
2023-08-24,TO4764,Foundation,288.98,9,2600.82
2024-07-04,HO3263,Punching Bag,306.72,19,5827.68
2023-12-16,CL2335,Gloves,210.17,33,6935.61
2023-06-01,SP4245,Track Pants,450.94,30,13528.2
2023-01-16,HO7858,Badminton Racket,139.05,36,5005.8
2024-12-29,TO3070,Standing Desk,436.03,28,12208.84
2023-01-25,EL2196,Mixer Grinder,74.87,34,2545.58
2024-02-02,TO3088,Fountain Pen,207.14,36,7457.039999999999
2023-09-05,EL2950,Foundation,175.04,22,3850.88
2024-08-28,SP2765,Washing Machine,497.13,3,1491.39
2023-03-17,EL8354,Earrings,456.23,41,18705.43
2024-04-05,EL5739,Carrom Board,381.25,45,17156.25
2023-05-18,EL9345,File Cabinet,51.06,1,51.06
2024-08-30,SP8430,Smartwatch,195.89,29,5680.81
2023-06-30,SP5576,Sunscreen,472.94,7,3310.58
2023-08-26,CL6588,Gloves,33.66,34,1144.4399999999998
2024-06-21,SP7990,Dart Board,149.78,25,3744.5
2023-11-23,HO1687,Hoverboard,408.85,48,19624.800000000003
2023-08-04,TO5558,Earrings,291.82,40,11672.8
2023-11-18,BE5666,Tie,91.14,19,1731.66
2023-10-08,TO4664,Hoverboard,443.82,19,8432.58
2023-09-23,SP4795,Boots,336.55,10,3365.5
2023-04-09,HO9334,Mirror,379.88,2,759.76
2024-09-04,BE9813,Fountain Pen,401.51,1,401.51
2024-05-15,BE4328,Badminton Racket,148.1,37,5479.7
2024-03-12,EL9534,Slippers,71.83,30,2154.9
2023-10-30,BE8281,Foundation,445.55,32,14257.6
2023-09-27,BE5562,Baking Tray,368.5,8,2948.0
2023-12-29,BE2218,Hoverboard,170.29,33,5619.57
2023-12-10,CL9402,Earrings,339.32,5,1696.6
2024-12-24,EL1628,Mascara,222.36,46,10228.56
2024-06-17,CL1583,Foundation,475.1,41,19479.1
2023-01-09,HO7163,Induction Cooktop,437.34,15,6560.099999999999
2024-11-20,HO8702,Punching Bag,84.2,12,1010.4
2024-05-23,CL4253,Duffel Bag,321.04,6,1926.24
2024-06-12,EL1052,Duvet,222.82,32,7130.24
2024-07-25,SP3918,Electric Shaver,29.02,45,1305.9
2023-09-27,SP4845,Juicer,322.48,31,9996.88
2024-06-27,EL5916,Suitcase,421.94,19,8016.86
2024-11-15,TO7425,Badminton Racket,302.94,35,10602.9
2024-05-07,CL4586,Necklace,65.06,49,3187.94
2023-10-22,TO6331,Gaming Console,131.22,28,3674.16
2023-04-29,HO6224,Ergonomic Chair,333.7,23,7675.099999999999
2024-12-14,TO8925,Suitcase,421.66,32,13493.12
2024-09-07,TO1474,Marker Set,152.56,33,5034.4800000000005
2023-08-09,TO6295,Graphic Card,138.19,21,2901.99
2024-02-26,TO7966,Badminton Racket,205.35,4,821.4
2023-10-02,TO6567,Moisturizer,321.77,3,965.31
2023-11-12,TO4625,Gloves,290.53,11,3195.83
2024-07-02,HO6401,Volleyball,73.32,35,2566.2
2023-01-21,EL7212,Carrom Board,54.22,46,2494.12
2023-12-08,CL2039,Washing Machine,330.92,34,11251.28
2023-08-04,CL4251,Resistance Bands,492.76,35,17246.6
2024-02-10,EL5754,Tablet,402.63,24,9663.12
2023-12-06,TO5074,Gloves,470.61,3,1411.83
2023-01-21,SP9216,Dart Board,204.99,32,6559.68
2023-02-13,HO5939,Induction Cooktop,21.88,41,897.0799999999999
2024-12-05,HO5463,Boots,377.46,25,9436.5
2024-11-02,TO5423,Mattress,432.37,5,2161.85
2023-03-17,SP1330,Tea Set,17.22,35,602.6999999999999
2024-09-11,HO7408,Hoverboard,105.2,39,4102.8
2023-11-16,CL9394,Earbuds,374.31,20,7486.2
2023-10-08,TO2633,Baking Tray,139.49,42,5858.58
2024-08-13,TO5771,Marker Set,220.47,15,3307.05
2024-02-21,SP8919,Induction Cooktop,149.37,45,6721.650000000001
2024-06-30,SP7265,Duffel Bag,18.43,32,589.76
2024-02-08,CL2774,Earbuds,231.61,37,8569.57
2023-01-26,TO8325,Fountain Pen,191.21,37,7074.77
2023-04-22,EL6446,Mixer Grinder,80.45,41,3298.4500000000003
2023-03-27,BE3773,Treadmill,111.76,32,3576.32
2024-08-30,HO3315,Speaker,207.57,31,6434.67
2024-06-19,EL4808,Hair Dryer,38.88,32,1244.16
2023-09-16,TO6535,Punching Bag,418.82,3,1256.46
2023-11-26,EL7660,Router,437.0,18,7866.0
2024-12-07,HO9007,File Cabinet,277.34,21,5824.139999999999
2024-10-29,HO8559,Mattress,357.35,33,11792.55
2024-07-22,EL2721,Volleyball,218.59,5,1092.95
2024-01-20,HO3655,Duvet,264.77,8,2118.16
2023-06-20,HO2862,Induction Cooktop,29.14,28,815.9200000000001
2024-05-22,HO8982,Electric Shaver,78.53,36,2827.08
2024-03-04,TO5861,Speaker,67.62,19,1284.7800000000002
2024-11-23,CL6281,Mirror,311.4,24,7473.599999999999
2024-07-31,EL3318,Chess Set,152.2,44,6696.799999999999
2023-07-29,SP9509,Fountain Pen,306.21,31,9492.51
2024-04-18,HO3217,Mixer Grinder,90.48,46,4162.08
2024-04-30,BE7820,Table Runner,97.82,31,3032.42
2023-03-10,BE4074,Marker Set,107.64,7,753.48
2024-07-04,TO2551,Sunscreen,39.94,30,1198.1999999999998
2024-08-31,HO6741,Air Conditioner,321.81,15,4827.15
2023-12-20,EL4156,Hoodie,144.54,28,4047.12
2024-08-21,EL7017,Skateboard,316.01,26,8216.26
2023-09-18,SP4319,File Cabinet,47.96,10,479.6
2023-04-16,EL5587,Tea Set,97.38,37,3603.06
2023-04-15,HO7274,Speaker,171.78,50,8589.0
2024-08-29,SP8756,Juicer,112.56,1,112.56
2023-08-26,HO3400,Electric Shaver,80.23,31,2487.13
2023-01-01,CL1855,Air Conditioner,77.12,29,2236.48
2024-03-11,EL6359,Dart Board,158.25,49,7754.25
2023-05-01,HO7442,Moisturizer,194.88,25,4872.0
2024-12-24,TO6107,Duvet,420.94,21,8839.74
2024-06-27,BE4504,Hair Dryer,478.13,41,19603.33
2023-10-12,EL8163,Punching Bag,284.64,32,9108.48
2024-12-12,CL8133,Marker Set,329.53,12,3954.36
2023-01-26,CL6668,Speaker,366.96,14,5137.44
2024-09-23,SP7266,Treadmill,193.36,48,9281.28
2023-01-11,HO6914,Induction Cooktop,267.74,1,267.74
2024-08-23,CL2541,Hair Dryer,456.41,17,7758.97
2024-05-29,BE5473,Mirror,26.43,18,475.74
2024-10-19,TO1719,Tablet,497.91,46,22903.86
2023-09-17,CL1498,Necklace,432.96,31,13421.76
2024-09-14,EL9033,Mattress,95.15,48,4567.200000000001
2024-10-25,SP1625,File Cabinet,191.07,40,7642.799999999999
2024-12-31,HO3156,Volleyball,50.58,8,404.64
2023-02-27,TO6148,Skateboard,57.76,35,2021.6
2023-10-12,HO1273,Sunscreen,173.01,44,7612.44
2023-11-21,EL7000,Boots,263.01,43,11309.43
2024-02-17,TO2064,Moisturizer,104.54,49,5122.46
2024-05-28,HO2375,Power Bank,94.57,3,283.71
2023-10-10,SP9281,Hoverboard,210.53,41,8631.73
2023-01-04,CL6745,Mascara,67.68,30,2030.4
2024-08-04,EL8585,Fountain Pen,53.2,6,319.20000000000005
2023-07-06,EL4041,Standing Desk,165.58,41,6788.780000000001
2023-01-21,HO4563,Measuring Cups,322.59,30,9677.7
2023-03-25,EL6042,Gaming Console,420.28,42,17651.76
2023-07-15,EL6087,Mixer Grinder,36.13,46,1661.98
2023-10-21,HO3300,Diary,286.87,27,7745.49
2023-08-20,HO4264,Washing Machine,96.78,19,1838.82
2023-09-23,EL5334,Gloves,55.28,23,1271.44
2024-08-15,CL9569,Standing Desk,230.34,41,9443.94
2024-12-04,HO7318,Baking Tray,86.3,37,3193.1
2023-08-04,EL6683,Diary,326.54,44,14367.76
2023-10-23,HO9253,Speaker,280.29,48,13453.920000000002
2023-10-03,BE4452,Slippers,136.52,30,4095.6
2023-09-25,BE9471,Earrings,332.58,12,3990.96
2024-05-01,HO6291,Smartwatch,192.42,25,4810.5
2024-11-05,SP6281,Gaming Console,353.63,41,14498.83
2024-01-03,BE7904,Suitcase,242.99,22,5345.780000000001
2024-10-25,BE6865,Volleyball,160.08,30,4802.400000000001
2024-07-13,HO8192,Hoverboard,406.52,30,12195.6
2024-08-30,SP7542,Smartwatch,242.05,16,3872.8
2023-09-16,EL6535,Resistance Bands,246.45,26,6407.7
2023-11-04,BE9306,Skateboard,62.85,28,1759.8
2023-10-03,SP1467,Gaming Console,90.37,11,994.07
2023-11-04,SP4251,Gloves,476.23,37,17620.510000000002
2023-05-23,HO1881,Volleyball,485.46,20,9709.2
2023-05-25,CL7487,Suitcase,91.02,1,91.02
2024-11-05,HO3819,Washing Machine,157.63,6,945.78
2023-07-09,HO8152,Hoverboard,54.18,16,866.88
2023-06-07,EL7131,Skateboard,12.42,11,136.62
2023-12-19,BE7456,Mixer Grinder,352.4,31,10924.4
2024-11-15,TO4977,Graphic Card,383.9,7,2687.3
2024-02-01,HO3187,Fountain Pen,205.94,21,4324.74
2023-10-17,EL7452,Marker Set,271.72,23,6249.56
2024-05-15,EL1440,Induction Cooktop,118.63,39,4626.57
2023-07-02,HO6935,Suitcase,176.53,1,176.53
2024-09-17,SP2265,Carrom Board,326.33,9,2936.97
2024-05-26,HO4460,Volleyball,157.95,6,947.7
2023-12-14,TO7974,Baking Tray,83.87,20,1677.4
2024-02-01,EL1570,Skateboard,137.9,27,3723.3
2023-07-03,HO9476,Carrom Board,418.77,30,12563.1
2023-03-26,CL7626,Gloves,403.74,1,403.74
2023-06-14,CL9306,Hoverboard,198.16,30,5944.8
2023-01-12,TO7921,Badminton Racket,387.97,20,7759.400000000001
2024-03-11,CL8377,Washing Machine,256.01,50,12800.5
2024-04-29,EL9765,Hair Dryer,486.17,8,3889.36
2023-07-03,TO7282,Tie,436.45,6,2618.7
2023-06-03,BE5224,Router,106.83,40,4273.2
2024-04-10,TO8614,Punching Bag,148.04,8,1184.32
2024-05-16,TO1820,Duffel Bag,445.69,44,19610.36
2024-01-14,CL6528,Hoverboard,340.75,50,17037.5
2023-01-25,SP3928,Hoodie,153.69,27,4149.63
2023-01-18,TO5877,Mixer Grinder,321.63,39,12543.57
2023-04-25,CL9704,Grill Pan,371.95,16,5951.2
2023-06-29,BE2549,Skateboard,71.77,10,717.6999999999999
2024-10-10,TO5500,Earrings,179.24,30,5377.200000000001
2024-12-06,SP9577,Electric Shaver,288.84,3,866.52
2023-03-20,CL1627,Hair Oil,81.91,47,3849.77
2024-10-15,BE9398,Gloves,490.33,6,2941.98
2023-12-12,EL7922,Duvet,206.36,12,2476.32
2023-09-21,EL8101,Standing Desk,482.93,13,6278.09
2024-08-07,CL9422,Tea Set,274.19,16,4387.04
2024-12-11,BE8748,Skateboard,115.45,28,3232.6
2023-10-09,EL5535,Earbuds,255.77,3,767.3100000000001
2024-09-11,TO5668,Chess Set,143.61,27,3877.47
2023-08-01,BE3126,Gaming Console,144.64,30,4339.2
2024-09-05,EL2591,Mattress,118.45,2,236.9
2024-12-27,CL2044,Graphic Card,309.58,47,14550.259999999998
2024-12-30,SP7893,Foundation,321.04,22,7062.88
2024-07-08,TO1205,Foundation,178.05,21,3739.05
2023-12-21,TO8568,Punching Bag,428.63,32,13716.16
2023-08-04,SP7390,Hoverboard,135.29,3,405.87
2024-11-07,SP8971,Hair Dryer,285.05,23,6556.150000000001
2023-03-27,HO7048,Graphic Card,158.98,49,7790.019999999999
2023-11-19,TO1484,Volleyball,86.39,38,3282.82
2023-06-20,SP8070,Tie,213.54,49,10463.46
2023-01-24,CL9040,Fountain Pen,494.94,25,12373.5
2024-07-04,HO3023,Earbuds,57.52,14,805.2800000000001
2023-08-05,BE5740,Track Pants,97.52,11,1072.72
2024-02-15,SP6767,Table Runner,378.13,27,10209.51
2024-09-05,CL6950,Graphic Card,318.84,43,13710.12
2024-12-04,EL9229,Tea Set,272.46,26,7083.959999999999
2023-08-19,TO8600,Diary,150.28,29,4358.12
2023-06-10,HO5725,Mascara,11.64,22,256.08000000000004
2024-04-20,EL2610,Marker Set,197.84,42,8309.28
2024-03-04,TO4094,Mattress,321.84,40,12873.6
2023-08-18,HO9247,Mixer Grinder,499.47,39,19479.33
2024-08-07,EL1374,Mattress,169.26,16,2708.16
2023-06-20,SP2490,Tablet,476.4,2,952.8
2024-09-07,EL9377,Sunscreen,433.08,11,4763.88
2024-04-13,CL3870,Speaker,241.36,46,11102.56
2023-07-24,CL5800,Carrom Board,41.76,2,83.52
2023-07-31,SP8523,Foundation,130.07,39,5072.73
2024-03-30,HO8559,Electric Shaver,255.11,8,2040.88
2023-04-02,CL8093,File Cabinet,79.48,8,635.84
2023-11-17,BE9179,Table Runner,437.12,18,7868.16
2024-01-05,TO5312,Gaming Console,310.34,49,15206.659999999998
2023-09-28,SP8139,Moisturizer,447.41,21,9395.61
2024-05-18,HO8208,Foundation,36.08,10,360.8
2023-02-25,HO1587,Gaming Console,240.42,11,2644.62
2024-12-23,TO2900,Measuring Cups,497.65,32,15924.8
2023-02-11,TO8949,Mascara,234.3,8,1874.4
2023-06-01,BE2533,Sunscreen,109.83,19,2086.77
2023-07-04,HO5469,Measuring Cups,285.99,43,12297.57
2024-08-22,HO1067,Slippers,267.75,37,9906.75
2023-07-04,TO5033,Track Pants,386.44,44,17003.36
2023-04-07,CL5657,Alarm Clock,343.84,44,15128.96
2023-05-05,TO2737,File Cabinet,420.12,10,4201.2
2023-01-30,BE8861,Mirror,232.49,18,4184.82
2024-08-31,EL6397,Measuring Cups,485.19,42,20377.98
2024-09-29,TO3118,Moisturizer,113.57,4,454.28
2024-10-21,CL1909,Punching Bag,374.46,36,13480.56
2024-09-08,TO7534,Baking Tray,135.03,16,2160.48
2024-02-13,BE4411,Induction Cooktop,89.84,50,4492.0
2024-02-17,CL2975,Treadmill,156.29,28,4376.12
2023-11-14,EL3151,Hoodie,185.93,7,1301.51
2024-01-12,SP9021,Dart Board,228.27,25,5706.75
2024-05-02,CL7931,Track Pants,54.21,28,1517.88
2024-01-13,SP8112,File Cabinet,319.04,6,1914.24
2023-02-11,SP8594,Tie,341.46,42,14341.32
2024-12-03,EL9115,Mirror,268.37,42,11271.54
2024-06-21,BE8671,Standing Desk,224.3,31,6953.3
2023-11-04,HO5921,Mascara,422.35,34,14359.9
2024-03-13,CL1781,Tea Set,279.99,3,839.97
2024-06-09,BE7961,Earbuds,212.38,30,6371.4
2024-11-07,EL5151,Tea Set,184.17,38,6998.459999999999
2023-03-25,SP2866,Earrings,372.85,30,11185.5
2023-07-03,HO1741,Moisturizer,50.81,46,2337.26
2023-11-01,CL8454,Necklace,381.1,29,11051.9
2024-09-30,CL4066,Smartwatch,113.42,6,680.52
2024-09-10,CL8107,Mascara,271.84,1,271.84
2024-02-09,BE3813,File Cabinet,331.34,30,9940.2
2024-12-09,TO8974,Resistance Bands,158.37,40,6334.8
2024-01-05,EL5958,Speaker,52.94,9,476.46
2023-01-15,HO1260,Hoodie,351.06,13,4563.78
2023-01-28,HO3378,Track Pants,328.37,28,9194.36
2024-10-03,SP2410,Duvet,157.45,30,4723.5
2023-06-01,TO1357,Moisturizer,67.06,10,670.6
2024-12-20,TO8724,Router,19.62,29,568.98
2024-08-22,HO5830,Juicer,289.02,26,7514.519999999999
2023-02-22,CL2682,Smartwatch,318.9,46,14669.4
2024-03-18,TO5764,Skateboard,28.14,26,731.64
2024-05-12,SP8993,Hoverboard,123.63,4,494.52
2024-06-24,BE6174,Gloves,281.1,18,5059.8
2024-10-25,TO2915,Table Runner,252.45,42,10602.9
2023-12-22,TO1340,Power Bank,89.05,47,4185.349999999999
2023-07-16,TO8178,Boots,123.73,15,1855.95
2024-08-24,EL8675,Necklace,74.27,19,1411.13
2024-12-29,TO6902,Hoverboard,400.03,11,4400.33
2024-09-28,HO2412,Mixer Grinder,336.86,9,3031.74
2023-06-27,HO9063,File Cabinet,59.44,27,1604.88
2024-05-20,CL4431,Mascara,282.85,2,565.7
2024-01-03,CL3598,Washing Machine,95.61,33,3155.13
2023-02-02,BE8055,Washing Machine,65.84,15,987.6
2023-05-04,SP8968,Washing Machine,136.33,22,2999.26
2023-12-30,BE5382,Duvet,449.2,45,20214.0
2024-06-11,SP1826,Hair Oil,464.05,29,13457.45
2024-04-13,BE2669,Moisturizer,413.57,3,1240.71
2024-06-03,BE2934,Smartwatch,436.73,24,10481.52
2023-06-10,EL8233,Measuring Cups,383.36,32,12267.52
2023-04-12,HO6482,Track Pants,411.39,8,3291.12
2023-07-26,TO1107,Hair Dryer,130.2,31,4036.2
2023-12-16,CL3805,Resistance Bands,51.76,24,1242.24
2024-02-29,CL3483,Ergonomic Chair,379.07,34,12888.38
2024-03-07,HO8025,Earrings,212.57,27,5739.389999999999
2024-04-14,SP1487,Router,226.86,50,11343.0
2023-01-11,EL2140,Tablet,51.54,21,1082.34
2024-02-16,HO2007,Electric Shaver,202.7,3,608.0999999999999
2024-11-07,EL1947,Router,489.09,46,22498.14
2024-11-07,SP7869,Mattress,206.98,44,9107.12
2024-12-18,SP6139,Punching Bag,455.52,1,455.52
2023-10-14,SP3406,Table Runner,353.14,29,10241.06
2024-10-21,HO8244,Hoodie,351.76,42,14773.92
2024-02-19,HO2380,Standing Desk,28.12,22,618.64
2024-02-04,EL9527,Foundation,496.04,19,9424.76
2023-08-07,BE6115,Ergonomic Chair,265.45,49,13007.05
2024-10-12,HO1456,Grill Pan,446.26,35,15619.1
2024-08-29,CL5979,Foundation,365.99,33,12077.67
2023-04-24,EL7110,Necklace,137.28,33,4530.24
2023-12-29,BE3043,Foundation,229.88,37,8505.56
2023-01-06,TO4868,Electric Shaver,404.64,38,15376.32
2024-08-02,EL4831,Treadmill,181.67,19,3451.73
2024-11-13,EL3293,Skateboard,360.03,34,12241.02
2023-09-11,BE9461,Boots,295.36,50,14768.0
2024-01-05,TO3401,Grill Pan,358.7,27,9684.9
2023-03-25,BE7961,Suitcase,445.37,31,13806.47
2023-08-08,TO7050,Tea Set,341.64,26,8882.64
2024-08-25,SP7468,Mattress,437.29,38,16617.02
2024-05-25,EL8210,Diary,347.62,32,11123.84
2024-03-02,HO9286,Mascara,72.29,46,3325.34
2024-04-13,HO9669,Induction Cooktop,67.85,14,949.9
2024-04-11,TO3569,Hoverboard,472.59,24,11342.16
2023-05-02,SP2807,Gaming Console,69.22,37,2561.14
2023-10-24,BE3511,Punching Bag,67.69,20,1353.8
2024-01-19,CL8961,Table Runner,23.71,10,237.1
2023-05-26,SP1797,Deodorant,469.04,20,9380.8
2023-10-18,HO9008,Slippers,11.02,36,396.72
2023-12-24,BE7841,Speaker,245.78,20,4915.6
2024-08-02,TO7181,Resistance Bands,242.86,47,11414.42
2024-09-12,HO9270,Necklace,321.87,49,15771.63
2024-04-05,EL3440,Resistance Bands,434.51,21,9124.71
2023-04-02,SP7711,Resistance Bands,199.75,26,5193.5
2023-12-14,SP8259,Standing Desk,370.6,42,15565.2
2023-04-01,HO6060,Punching Bag,284.91,8,2279.28
2024-10-21,SP4152,Mascara,478.03,35,16731.05
2024-08-13,BE9548,Earbuds,102.8,31,3186.8
2024-05-29,BE9713,Boots,98.07,2,196.14
2023-10-09,HO8278,Table Runner,51.48,35,1801.8
2024-09-13,CL1737,Juicer,250.82,2,501.64
2023-12-15,TO7798,Treadmill,21.79,34,740.86
2023-11-21,TO2491,Tie,66.18,7,463.2600000000001
2024-07-08,HO3359,Gloves,99.51,50,4975.5
2023-04-02,HO7672,Earrings,342.52,4,1370.08
2024-09-21,CL1445,Tea Set,359.52,20,7190.4
2024-02-04,BE3334,Washing Machine,212.28,21,4457.88
2023-09-22,TO1849,Track Pants,109.25,49,5353.25
2024-09-03,SP9076,Juicer,259.22,33,8554.26
2024-01-30,BE1993,Juicer,165.98,36,5975.28
2024-02-21,BE1473,Tea Set,209.67,15,3145.05
2023-01-20,CL2663,Router,130.69,36,4704.84
2024-10-29,HO7664,Mirror,228.53,41,9369.73
2024-05-27,HO7116,Chess Set,274.82,11,3023.02
2023-09-09,SP8401,Hair Oil,30.48,30,914.4
2024-09-27,CL1008,Ergonomic Chair,39.49,31,1224.19
2023-10-07,SP7228,Mascara,499.63,41,20484.83
2023-08-06,SP5609,Skateboard,32.29,48,1549.92
2024-06-30,SP5925,Tablet,53.96,45,2428.2
2023-05-06,HO5578,File Cabinet,440.36,14,6165.04
2024-09-17,SP6613,Alarm Clock,321.23,49,15740.27
2024-12-25,TO5029,Air Conditioner,334.52,21,7024.92
2023-12-16,HO6381,Resistance Bands,17.78,45,800.1
2023-05-17,EL8807,Skateboard,12.1,1,12.1
2024-11-19,HO9011,Punching Bag,383.61,35,13426.35
2023-03-25,EL9825,Duffel Bag,25.16,43,1081.88
2024-03-31,EL6783,Graphic Card,486.3,25,12157.5
2024-09-07,CL3903,Mixer Grinder,421.18,45,18953.1
2023-01-09,BE7069,Mattress,468.76,29,13594.04
2023-01-10,HO5606,Dart Board,343.47,46,15799.62
2024-01-02,HO5967,Hoodie,406.12,15,6091.8
2023-08-28,TO1602,Washing Machine,147.57,46,6788.219999999999
2024-12-24,SP1116,Juicer,106.08,41,4349.28
2024-02-10,BE9197,Track Pants,252.07,36,9074.52
2023-07-18,EL3875,Mascara,42.03,9,378.27
2023-03-08,HO4734,Treadmill,441.69,47,20759.43
2023-10-08,HO9731,Hair Dryer,311.08,44,13687.52
2024-07-27,TO7997,Refrigerator,324.07,42,13610.94
2023-02-23,CL7666,Standing Desk,144.28,44,6348.32
2024-06-14,TO6922,Volleyball,263.46,3,790.3799999999999
2023-08-18,BE7882,Chess Set,270.88,21,5688.48
2023-01-06,TO6483,Air Conditioner,50.09,37,1853.33
2023-01-26,EL7943,Speaker,479.31,16,7668.96
2023-07-21,HO6092,Power Bank,40.79,41,1672.39
2023-04-10,BE8077,Punching Bag,405.95,38,15426.1
2024-10-03,CL5049,Duffel Bag,62.84,16,1005.44
2023-12-15,BE9514,Track Pants,399.11,5,1995.55
2024-09-06,SP2567,Table Runner,316.42,38,12023.96
2023-05-08,BE1546,Diary,194.92,45,8771.4
2023-03-08,HO8240,Sunscreen,36.85,40,1474.0
2024-10-03,TO2668,Gaming Console,342.01,36,12312.36
2023-02-23,CL7581,Mirror,56.96,49,2791.04
2024-02-25,HO1173,Hoodie,232.17,30,6965.099999999999
2024-03-14,SP2659,Earrings,176.41,44,7762.04
2023-01-27,TO6377,Speaker,298.03,7,2086.21
2023-04-16,BE2106,Resistance Bands,300.51,13,3906.63
2024-08-09,HO5198,Smartwatch,184.14,31,5708.339999999999
2024-09-27,TO4983,Washing Machine,77.46,3,232.38
2023-03-03,HO8140,Mascara,261.43,42,10980.06
2024-01-02,CL9866,Juicer,389.99,10,3899.9
2024-04-25,CL6618,Suitcase,152.62,1,152.62
2024-06-14,SP1939,Earbuds,126.32,36,4547.52
2023-02-25,TO4201,Baking Tray,488.49,41,20028.09
2023-07-26,BE4102,Juicer,337.25,45,15176.25
2024-12-09,TO6425,Graphic Card,427.48,37,15816.76
2023-12-10,SP7859,Induction Cooktop,171.02,7,1197.14
2024-04-10,BE4594,Treadmill,460.78,41,18891.98
2023-08-17,EL8643,Refrigerator,315.72,16,5051.52
2024-05-07,EL7158,Boots,110.61,12,1327.32
2023-01-07,CL2208,Gloves,185.36,36,6672.960000000001
2023-04-28,HO8215,Tea Set,105.26,38,3999.88
2024-01-04,BE4262,Hair Dryer,106.93,12,1283.16
2023-08-13,CL6567,Tablet,425.29,16,6804.64
2023-07-02,HO3884,Moisturizer,423.01,7,2961.07
2023-01-22,EL7208,Tablet,330.89,8,2647.12
2023-12-13,HO8474,Standing Desk,127.67,24,3064.08
2024-11-07,HO8106,Punching Bag,440.41,5,2202.05
2023-05-02,HO4107,Grill Pan,103.92,25,2598.0
2024-12-12,CL8037,Hoodie,488.72,16,7819.52
2023-02-17,SP4098,Alarm Clock,428.67,19,8144.73
2023-06-02,CL1872,Treadmill,318.43,18,5731.74
2023-05-10,SP9011,Treadmill,112.53,6,675.1800000000001
2024-04-26,EL2062,Speaker,92.04,25,2301.0
2024-10-22,SP9168,Grill Pan,264.26,12,3171.12
2023-11-26,EL9609,Marker Set,350.31,46,16114.26
2024-05-21,TO7569,Router,322.67,38,12261.46
2024-10-27,BE4596,Fountain Pen,448.49,29,13006.21
2023-08-29,TO6013,Measuring Cups,218.26,25,5456.5
2024-08-08,HO5170,Sunscreen,279.77,9,2517.93
2023-03-28,CL9500,Duvet,182.27,38,6926.26
2023-02-12,TO6511,Track Pants,218.79,30,6563.7
2024-03-18,TO9151,File Cabinet,165.34,25,4133.5
2023-01-26,HO4830,Boots,140.16,5,700.8
2024-01-03,BE9220,Diary,261.27,42,10973.34
2023-03-22,CL2612,Earbuds,68.11,24,1634.64
2023-02-09,SP6468,Earrings,106.36,22,2339.92
2023-09-14,CL4123,Router,355.76,9,3201.84
2024-07-10,CL5906,Treadmill,148.1,23,3406.3
2024-02-18,TO1194,Track Pants,241.28,33,7962.24
2023-06-02,TO4717,Chess Set,364.43,14,5102.02
2024-04-30,HO8679,Measuring Cups,364.03,30,10920.9
2023-12-15,BE4077,Skateboard,220.11,45,9904.95
2024-03-03,HO8372,Table Runner,427.94,2,855.88
2024-01-19,HO3102,Dart Board,159.73,48,7667.039999999999
